original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik
"[QUOTE=lucy...pinder;5abd8263582b2e2e688b4568] \n\n\n[img]https://s.kaskus.id/images/2018/03/30/8447294_20180330071840.jpg[/img][/QUOTE]\n\n\nWah mendingan tuh orang menghina pope \nKalau dia menghina manusia gua Hira 1.400 tahun silam, bakal dibunuh kayak Charlie hebdo\n\n[QUOTE=lickmyballs;5abd8511dc06bd96178b4577]gak mungkin lah wakil tuhan di bumi di pilih mafia\nitu sdh pilihan tuhan\n:ngacir: [/QUOTE]\n\nBisa saja \nNamanya manusia \n\n\n[QUOTE=papa.tercyiduk;5abd8a14582b2e6d688b4567][img]https://s14.postimg.org/pghqnnxox/Screenshot_20180316-183912_1.jpg[/img][/QUOTE]\n\n[QUOTE=k0d0xz;5abdafa9d9d7700c3e8b4568]bapa yg suci bapa yg terzolimi[/QUOTE]\n\n[QUOTE=eselonbego;5abdc88f5c779885188b4567]Eli,,eli,, bani sodomi,,,prikitiw :wakaka[/QUOTE]\n\nWah pendeta2 pedophile itu belajar dari si mamat pedo. Bedanya pendeta2 itu gak disanjung2 sebagai nabi kalau si mamat pedo malah sampe bisa ngembat istri anak tirinya dan tetap dianggap nabi  
",kaskus,0,0,0,0
"gw jualan susu kebo RT @CheeSaey: Jualan santan lo? (¬_ ¬͡͡"") RT @tkjfauzan: gw suka meremas remas RT @CheeSaey: Gw ga suka majas² (˘̯˘)",twitter,1,0,0,0
"aduuh mas fatah, kelakuannya, lagunya gak akan laris mas, toh situ kan bencong gak mau ngaku lagi, luh itu kumpulan bencong2 hehehe @lucintaluna",instagram,0,0,0,1
"Dakwah adalah cinta. Dan cinta akan meminta semuanya darimu.
Sampai pikiranmu.
Sampai perhatianmu..
Berjalan, duduk, dan tidurmu..
Bahkan di tengah lelapmu, isi mimpimu pun tentang dakwah..
Tentang umat yg kau cintai.
(Ust. Rahmat Abdullah)
https://youtu.be/HWQncWUfacs 
•pic.twitter.com/4AMvsDy0cj",twitter,0,0,0,0
"BreakingNews - Gereja di surabaya di hebobkan dengan hidup nya patung Yesus saat jemaat sedang bernyanyi pada minggu 27 mei 2018, menurut saksi mata patung tersebut hidup lalu turun dari kayu salib dan berjalan keluar gereja,\nSalah seorang jemaat sempat bertanya &quot; mau kemana tuhan yesus?&quot;\nPatung tersebut menjawab &quot;saya ingin kepasar beli sempak baru!!&quot; \nSontak jemaat kaget dan tercengang.\nBerikut foto yang sempat diabadikan jemaat\n\n[Spoiler=foto][img]https://s.kaskus.id/images/2018/05/31/10198270_20180531072243.jpg[/img]\n[img]https://s.kaskus.id/images/2018/05/31/10198270_20180531072250.jpg[/img]\n\n\n\n\n\n:lehuga[/spoiler]
",kaskus,0,1,0,0
"Mukamu Kusam ? Banyak Noda dan Bintik Hitam di Wajah ? Ga PD sama PenampiLan saat Keluar Rumah ?? masalah Mu itu Lagu Lama Ya gaeess,
Beda Kalau Kamu Pake Cream yg satu ini Namanya.. ""Cream LJK SKINCARE.
.
Semua Masalah tadi Akan hilang dalam 1 Minggu, + dapetin Bonusnya :
- Muka cerah & Cantik
- Muka Glowess Kenyal n Shinny
- Awet muda
.
"" Wajah Kalian adalah Aset Berharga bagi Anda "" Jadi Pilih dengan Bijak Kosmetik yg Tepat Untuk Wajahmu "" Pakai Cream LJK SKINCARE Sudah Benar """,instagram,0,0,0,0
Knp warga etnis tiong hoa di ibukota spt khawatir yg berlebihan mendengar ada isu ganyang cina #tanya ke ahok aja knp !#,twitter,0,1,1,1
"Kuy diorder followers like dan views di @followersberkah_
Setiap hari nya yang pasti ada promo😊
Promo sampai 28 agustus 2018
1250followers hanya 25k loh😍",instagram,0,0,0,0
"[QUOTE=makdatok;5500066512e2571e348b4567]\n\nPendiri indon aja ngaku bahasa indon asal dari melayu ada indon yg mau sangkal...hihiii\nTerimalah kenyataan bendera indon dn lagu kebangsaan disunting dari belanda...nama negara aja pemberian penjajah..hiak3[/QUOTE]\n\nhaiah...sudah di beritahu gak ngerti2 emang kalo otak beruk susah untuk faham :ngakaks tentang [color=red]masalah bendera sudah ada sejarahnya...dari kerajaan maja pahit[/color], nggak ada hubungannya sama belanda, [color=red]lagu kebangsaan kami diciptakan oleh W.R Soepratman[/color], \nlagu negara kau saja disunting dari lagu Terang bulan ahahahahahah:ngakaks \n[color=red]gue mau nanya, sebagai orang malingsial bagaimana malingsial sampai bisa punya bendera seperti bendera amerika??[/color]\ngimana sejarahnya, apa cuma meniru saja kah\n[color=red]untuk lagu siapa pencipta lagu negara kalian??[/color]\n[FONT=&quot;Arial Black&quot;][size=&quot;6&quot;][color=red]jika tidak bisa menjawab jelaslah kau orang bodoh yang membela negara, tapi tak tahu ngara kau sendiri HAHAHAHAHA[/color][/size][/FONT] \n[size=&quot;2&quot;][color=red]dan jangan berkomentar diluar yang gue tanya[/color][/size]\n[size=&quot;4&quot;][FONT=&quot;Arial Black&quot;][color=red] intinya JAWAB PERTANYAAN GUE NYET!!!!![/color][/FONT][/size]\n:fuck: :fuck: :fuck: :fuck: :fuck: 
",kaskus,0,1,0,1
"[QUOTE=unclesam27;5b1ddfd614088d78348b4567]Bubarkan projek akustik[/QUOTE]\n\nGanti bugm,akustik hmm.. dendam banget ma melodie gan wkwkwk\nJustru melodie jadi gm salah satu cara paling efektif buat narik masa dan dana\nApa jangan2 ente termasuk orang yang minta salaman terus dicampakan kemaren itu :ngakaks \nKalo korban php JOT sih dah ga aneh\n\n===============\nTega lu JOT dek gita ga dilolosin kelas A/trainee\nMalah si dedek bakpawcici gelodok aja bisa lolos\n\n
",kaskus,0,0,0,0
@achen.kazami yaa kali klo tuhan murka kita semua kena imbasnya trmsuk lu dan klwrga lu. Lu mau maafin dy ??,instagram,0,0,0,0
"Baik produksi dan konsumsi produk roti lokal yang di warung warung untuk mensejahterakan rakyat dan pengusaha kecil..\nDaripada roti asing amerika udah mahal, kita sama aja bantu mensejahterakan zionis dan kafir2 laknatullah sekutu nya
",kaskus,0,1,0,1
"Yuk Yang Mau Nyobain Telanjangin Aku Terus Remas"" Tetek Aku Juga Jilat"" Memek Aku Sampe Becek
Yuk Sayang Isi Slotnya Untuk BO Juga BJ",twitter,1,0,0,0
@dhefever ya donk fans banget sama orang kaya kayak Mbak ade Nurrahmah yang udah keliling dunia kemana”... yang kl sampai Indonesia lsg di jemput di pintu pesawatnya ... Orang kaya gitu lho ..,instagram,0,0,0,0
"cfut kalau you bom bunuh  saling   memngsa sipa yg peduli kami laguiikonak bersama istri istri kami you se,mua saling bunuhlah kafir isis vs",twitter,0,0,0,0
"Tokoh & Umat Islam..
Mari Jaga orang tua kita, Bpk. Prof. DR H. Amien Rais.
Stop Kriminalisasi Ulama!
Stop Kriminlisasi Para Tokoh!
•pic.twitter.com/v88xnQCsIB",twitter,0,0,0,0
Solusi kulit super hitam dekil susah putihnya hanya di @vivipemutihshop memutihkan dlm wktu 3 hari hasil putih permanen tanpa efek samping😍cek testi di ig @vivipemutihshop ada hot promo+freongkir @vivipemutihshop📢📢open cicilan kredit iPhone ORIGINAL minat chat wa 📲 089669063359,instagram,0,0,0,0
"Sumpahka. Jgn ganyang sy RT @diadholadiad: Bohong RT @unclecha: Saya bukan orang cina. Saya cuma keturunan tionghoa, tapi saya orang Indones",twitter,0,1,1,1
"Miris lagu nie Gk boleh di Toton anak di bawah umur, @lucintaluna  Anda org Indonesia kn  pakaian ya do kondisikan 👎👎",instagram,0,0,0,0
Ko kakinya kaya kaki cowo panjang lurus terus pantatnya bleber2 😃kaki sama pantat ga sinkron itu operasinya jelek yang murah ya mas FATAHILLAH😂😂😂,instagram,1,0,0,1
"don't feel well DM's are open

http://bit.ly/2OjnVrJ 
#sange #ngewe #memek #tante #ngentot #janda y #bispak #birahi #toket #puting #jilmek #sangek #kontol #abg #pentil #payudara #bokep #bokepsemi #bokepindo #sepong #binalhttp://turk.aflam-king.com/8.html ",twitter,1,0,0,0
"[QUOTE=titisan.sukarno;5ae8684d582b2ed10d8b4570]trit kesukaan nastaik\n\nujung2nya islam di rendahkan :travel[/QUOTE]\n\n[QUOTE=ntapzzz;5ae86a1f56e6afd0258b4569]\n\nDi berita gak ada kok soal jiplak menjiplak, tapi begitulah perangai nastak gak akan betah kalau gak senggol-senggol sebelah :hansip\n\nHarus dipantau nih thread :hansip[/QUOTE]\n\n[QUOTE=ntapzzz;5ae86d95dbd77082118b456a]\n\nDi Islam ada syariat(tata cara) perangnya, terus kenapa? gak masalah :hansip\n\nYahudi yang mana dulu nih?\n\nUntuk Aulia karena mereka punya aulia masing-masing, dan disebut Nasrani Yahudi (sebagai contoh). Itu menyeluruh untuk kafir :hansip[/QUOTE]\n\n[color=red]ane juga lagi belajar jadi pedophile dari bang mamat[/color]\nama bikin wahyu\n\n:travel\n\n[img]https://s.kaskus.id/images/2018/05/01/10101548_20180501105123.jpg[/img]\n\n\n:ngakak
",kaskus,0,0,0,0
aya bukan warga jakarta tp saya sering ke jakarta.....saya bangga jakarta pernah di pegang bapak. Jadi rapih pak sekarang.....,twitter,0,0,0,0
@barbie_perii saya bangga karena silat menyatukan bapak jokowi dan bapak prabowo. Hidup pencak silat prestasi anak bangsa! Bukan sensasi!,instagram,0,0,0,0
Tak kan sama dgn kena bom dgn org kafir. Perasaan dia.Sakit dia.Tak kan sama.Jadi tutup mulut kunci tangan kalau tak.ada benda baik nakcakap,twitter,0,1,1,1
Y RT @suciirawan: Sabar ndu sbar ! :DRT @Pandunwn: Lg pengen ngentot gw RT @suciirawan: Si @Pandunwn lg kenapaa yaah dia ? Tumben hehehe,twitter,1,0,0,0
"Bergabung Bersama Kami Di BANDARPKV | Mainkan 8 Game Populer Dengan 1 Akun | Menangkan Uang Hingga Ratusan Juta Rupiah Hanya Dengan Modal Rp.20.000,- | Tersedia Bank Online 24 Jam | Bonus TurnOver 0.5% | Bonus Referral 20% 
Klik disini untuk register >> http://bit.ly/2PbyxKF",instagram,0,0,0,0
"@lelychoirun diislam memang boleh poligami but orang pada salah mengartikan .. kalau istrinya bisa punya anak dan sehat tapi dia punya istri lg itu mah hawa nafsu .. kecuali istrinya tak bisa kasih keterununan .. sakit keras yg tak bisa melayani suami, janda tua, intinya yg ga pakai rasa cinta, itu yg dicontohkan rasul",instagram,0,0,0,0
Ini akun yg punya jg pasti masih ank bau kencur kyk temennya lairan 94 yg sok tau ilmu agama masih sebiji jagung ketimbang ulama2 kita tapi menyebar berita seenaknya. TDK ada namanya tentara Aseng bisa seenak wudelya sdri masuk ke Indonesia.  Logika loe di Pake. Kita yg tau ilmu militer trenyuh sama berita pembodohan begitu.,instagram,0,0,0,0
"ini pasti berita hoax\n\n\n\n[RIGHT]bentar lagi abdul somad juga jadi caleg partai setan\n[img]https://s.kaskus.id/images/2017/12/27/9259745_20171227065905.jpg[/img][/RIGHT]\n\n\n[img]https://s.kaskus.id/images/2018/04/22/10033035_20180422102247.gif[/img]
",kaskus,0,0,0,0
"Situ yang mempersempit arti pancasila. Pancasila nggak bertentangan dengan khilafah. Sila kelima jangan lu kata cuman rumusan togel ya... 
Dalam pembukaan UUD 45 penjajahaan diatas dunia harus dihapuskan",twitter,0,0,1,0
"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",twitter,1,0,0,1
Bajuna eta wae ih jaba teu anggeus .atuuda baju murah 1jt sekarung puguh we baju ngaratung kabeh,instagram,0,0,0,0
"""Ni kontolq msh anget say @Fatikasari69: Ayo kontol siapa yg masuk duluan ahhhh hajar memek tika yg ganas ini kita pesta muncret baby ohhhh""",twitter,1,0,0,0
"ayo ka cobain Face Reading di kami , Jasa Baca Karakter lewat foto. cuman lewat foto aja kalian bisa tau karakter pacar , sahabat , keluarga. terus kalian bisa konsul suatu masalah juga loh bebas mau bahas topik apa saja. dan di jamin privasi aman 💯💯",instagram,0,0,0,0
"[QUOTE=laundrymanager;5a7a91a3162ec263618b4567]\n\nwah kok kata2nya penuh SARA gini ya :nosara [/QUOTE]\n\nYa ginilah pribumi, khawatir kalo kejadian singapura terulang di indonesia. Dulu singapura isinya pribumi semua (melayu), terus cina masuk dan dibiarkan mengisi sektor kehidupan dan tdk dicurigai maksud tersembunyinya. Alhasil dideportasi org2 pribumi tersebut dr tanah mereka sendiri ketika cina sudah mengumpulkan kekuatan\n(sudah membuat koloni)\n\nYa pesan gua jangan sampe Indonesia jadi Indopura.\n\nTetep tolerasi lah, cuman waspada aja jangan terlalu berlebihan toleransinya kayak melayu disingapura.
",kaskus,0,1,0,0
Buat cewe2 sange yg pengen ngocok pake kontolku  VCS/CS/PS via LINE/WA 085261700620..PIN  E3BA7C14..kita croot bareng..rahasia aman..khusus cewe aja..NO COWO NO BANCI,instagram,1,0,0,0
"[QUOTE=xaruduy;5a5e0864642eb61a1e8b456d]\n\nterserah, ga butuh pengakuan nasbung, apalagi nastaik haram buat gue, gue menjalani apa yang gue yakini, amar maruf nahi munkar, media dakwah gue salah satunya di kaskus..karna siapapun berjalan di jalan yang diridhoi allah maka insya allah khusnul khotimah surga ganjaran nya.[/QUOTE]\n\neh buset ada teroris disini\nUdah siapin bom bunuh diri blon broh? Jenggot da panjang belon? \nKabooommmm!!
",kaskus,0,0,0,0
Buat cewe2 sange yg pengen ngocok pake kontolku  VCS/CS/PS via LINE/WA 085261700620..PIN  E3BA7C14..kita croot bareng..rahasia aman..khusus cewe aja..NO COWO NO BANCI,instagram,1,0,0,0
"[CENTER]Kasian si dia...\n\nUdah gak punya burung,\neh mainnya lempar burung.\n\nYa sudah,\nyang penting joget dulu...\n\n\n[size=&quot;7&quot;]Tarik mang![/size]\n\n[img]https://s.kaskus.id/images/2018/04/07/7788864_20180407073922.gif[/img][/CENTER]
",kaskus,1,0,0,1
"Kau bae jgn ajak sumatera @sudjiwotedjo: Sama dgn Papua, kalau warga Sumatera akan lebih hepi dan makmur jika pisah dr NKRI, lepaskan saja",twitter,0,0,0,0
Bagi saya seorang muslim khilafah itu baik dan banyak manfaatnya sistem khilafah terbukti jaman Rasul dan Sahabatnya menerapkan dan berhasil...Tapi tentu kondisi saat ini yang majemuk kita harus menyesuaikan Tapi tidak meninggalkan...bagi saya khilafah bukan HTI semata..tp sistem,twitter,0,0,1,0
Dasar si Kutil babi ahok memang Tukang Bohong. selain Bohong ahok jg biasa Menyalahkan yg lain menutupi Kegagalan nya . contoh soal banjir,twitter,0,1,0,1
Setelah tahun 2000an ada sepupu yg mo merit dgn kafir kyk gue ini… sama tante dan om gw dilarang malah sampe si cowoknya di usir,twitter,0,1,1,1
Apa layar hp ku yg jelek atau foto nya yg buram ya.. aku zoom bagian paha atasnya  seperti ada garis2 Stretch Mark nya..😂😂😂,instagram,0,0,0,1
"@gita_yandrita Jika di hadits menyatakan seperti itu, harus di jalankan seperti itu, benar karna poligami bukan hanya perkara adil saja, tapi harus restu dari istri pertama, dan semua itu sudah di atur di alqur’an dan ga ada seorang pun yang bisa menyangkal itu",instagram,0,0,0,0
"Hahahha sipit cina hp tetem xiaomi, ga kebeli iphun ya tong ?! Ehhh iphun kan buatan kafir juga gimana dong 😝",instagram,0,0,0,0
"[QUOTE=kudawater;5b1ccf0ed675d4132f8b456a]ini forum belakangan malah jadi kurang kondusif ya, yg lagi ada selisih atau salah paham coba diselesaikan diluar forum saja lah, kurang bagus dilihat user lain yg mantau trit ini[/QUOTE]\n\nMaap ya gan... gw gak suka bikin rusuh.... cuma ngadepin Momod gila bin dongo kayak gini, ya mesti maen kasar... baru kali ini gw nemu Moderator gila dan guoblok yang berani ngatain membernya dongo.... akan gw sebarin di forum Kaskus lainnya ni Momod kurangajar.... maap ya gan... postingan kurangajar si Momod Dongo pada di-delete biar gak ketahuan dongonya hahaha... \nSekali lagi maap ya agan dan member lain... akan gw layani dulu si Momod tolol ini sampe tuntas... kalo doi gentle, doi akan minta maap.... kalo tolol dongo guoblok, ya bakal ngeyel terus....\n
",kaskus,0,0,0,1
"Iya cin, negara sndri msih kere sok musuhi amerika? 
Di lempar bom kayak herosima nagasaki dijepang baru trasa ya? 
Sok2 an anti kafir, kl gak ada kafir aja lapar gak bisa kerja cari makan ??? 
Bodoh itu jgn bangga ya, memalukan!!!  ",twitter,0,1,1,1
Mksdnya apa yaaa pas ‘ nyanyi ngapain ajja’ mesti megang balon nya?? Baru gw lihat penyanyi seronok gini... penyanyi abal2 emang begini yaaa 😂😂,instagram,0,0,0,0
"Ciiee..p' bos,ratu mo urus 'remas susu' dl ‎​ƗƗɑƗƗɑƗƗɑƗƗɑ..""@ratu_purwati: izin ya pak bos, ada sesuatu niy :-p sesuatu banget..""",twitter,1,0,0,0
@_melatibiru_ eh sp lo emangny lo ustad atw nabi  yg bsa mnghakimi status ssorg.. Hehh org yg sembayang z nunggang nunggeng blm djamin masuk surga klw muncung ya kaya anjeng...,instagram,0,0,0,0
"@naris_gustida saya juga punya buku para shahabiyah, istri2 nabi lengkap dgn sejarahnya. Masha Allah mereka cerdas2, punya keistimewaan masing2. Jd beliau juga memilih para janda utk dinikahi bukan karena kasihan tp karena ada kesolehahn dan sesuatu yg istimewa dr para janda tsb..",instagram,0,0,0,0
"NAJIS ANJIR, TAYLOR SWIFT NONONONONO...... TAY LEBIH BERPRESTASI DIBANDING LU!!!! BUAT TULIS LAGU DULU TERUS BALIK KE RAHIM MAK LU DAN PAS LAHIRNYA JADI CEWEK BARU W TERIMAAA, ANJIR LAH....",instagram,0,0,0,1
dasar papua otak mati... ko bodok sampe... anj**g berak ko pu mulut teu baru ko bilang mukjizat.. goblok… [pic] — https://path.com/p/1AiSRm ,twitter,0,1,0,1
"@netraKL Hak Asasi d Indonesia-Cina kena halau, yg ingin tinggal tukar nama Indon! Islam banyak mazhab. Kata Msia sdra tapi ""Ganyang Msia""",twitter,0,0,0,0
"[CENTER][B]SEKALIAN TUNTUT AJARAN DAN PENYEBAR AJARAN\nYANG BUAT PENGIKUTNYA KECANDUAN MERAMPAS HAK HIDUP ORANG LAIN\nDENGAN CARA BERTERIAK-TERIAK SEPERI KESETANAN\nSAMBIL MELEPASKAN PELEDAK BOM[/B][/CENTER]
",kaskus,0,0,0,0
"[QUOTE=antost;5b57ebdf902cfe6e358b4567]:wkwkwk hidupnya gagal\n\nyg disalah2in agama\n\nngaca bosssss[/QUOTE]\n\nGak usah suudzon bre, mungkin saudaranya ada yg pernah jadi korban terror mujahidin, atau warung makanannya pernah diberantakin FPI waktu bulan puasa.\n\nUntuk jadi pelajaran aja buat kita.\nKalau punya kebencian thdp suatu agama gak usah posting yg nggak2 di facebook.\nBakar aja sekalian rumah ibadahnya \nPaling cuma dipenjara 1 bulan.\n[url]http://news.rakyatku.com/read/36100/2017/01/24/ini-vonis-delapan-pelaku-pembakaran-dan-perusakan-vihara-di-tanjung-balai[/url]\n
",kaskus,0,1,0,0
"""@MArifSaifullah: ""@zaidulakbar: Nite quote pic.twitter.com/42xBawEYg5""""
Lucunya yg msh nganggap bom&melukai yg dianggap kafir sbg jihad
B-)",twitter,0,0,0,0
"[quote=bizzare7688;5b559adcdc06bd857b8b4567]lah iya lah yang dicaci maki gaberner.\n\nfungsi gaberner emang apa?\n\njakarta macet karena pengendaranya kendaraannya banyak, salahin pengendara?\njakarta banjir karena rakyatnya suka buang sampah sembarangan, salahin rakyatnya?\n\nduit pajak gw dipake juga buat bayar gaji gaberner kan? gaberner pelayan rakyat kan? ya harus siap lah dengerin makian rakyat kalo dirasa kerjanya ga bener.\n\ncontohnya: gw punya prt, gw tumpahin air sirop, tugas pembantu gw ya bersihin tuh air sirop. \nkalo kerjainnya ga bener, yang dimaki itu gw, pihak yang numpahin sirop, ato prt gw yang kerjanya ga bener?:wakaka \n:wakaka :wakaka \n\nkecuali ada hukumnya gaberner maha bener tuh, baru gaberner ga di maki2.\nblom juga 1 tahun, masalah udah banyak.\nmantap emg pemimpin JKT58:wakaka :wakaka :wakaka \n\n\n\nngefans boleh, fanatik jangan:betty :betty :betty[/quote]\n\nYa makanya gue bilang, emang kota yg isinya para babi kotor yg bahkan kagak bisa ngelap pipis dan eeknya sendiri kaya gini, cocoknya di pimpin seorang ahok..\n\nAhok itu kan pawang babi, dia tau persis apa yg harus di lakukan untuk meladeni para babi..\n\nKalo manusia normal kaya gue sih malu kaya gitu.. Gue yg eek sembarangan, tapi gue maki2 org lain gara2 eek gue ga di siram sama org lain itu.. :wakaka\n\nAyo hok balik lagi ke kandang babi ini, caci maki dan ludahin semua babi2 pemalas ini..\n\nJakarta ga akan pernah bisa bebas dari banjir dan macet kalo babi2 ini ga di bentak2, di caci maki, di taik2in sama elu..\n\nMereka mmg pantas di hina, diludahin mukanya, di berakin mulutnya... :wakaka
",kaskus,0,1,0,1
"Aah terserah ente dah.. pokonya ane islam indonesia sholat 5 waktu jgn ketinggalan, panutan ane cm satu yg mulia Nabi Muhamad. Wahabi apaan keq bodo amat! Apalagi khilafah ogah dah! Ane ga mau jd tukang bunuh dosa",twitter,0,0,0,0
@sisca.amora orang dakwah itu menyampaikan kebaikan yg di ajarkan nabi.. gak perlu memandang orang yang berdakwah. sekalipun itu mantan penjahat kalo dia menyampaikan sesuai ajarannya dengan benar kenapa tidak.,instagram,0,0,0,0
"[QUOTE=zelfrizk;5aa75c82582b2ef1398b456d]\n\nbangsad seumur umur nonton bola gue gapernah liat pemaen CINA bagus\n\n:lehuga\n\n\nsiapa coba ? \n\nCU PAT KAI ? \n[/QUOTE]\n\nwkwkwkwkwkwkwk, ente indon goblog lgsg terguncang berat gara2 di katain bangsa inferior:ngakak :lehuga 
",kaskus,0,0,0,1
"Coba dipolling siapa etnis yg plg rasis pasti mayoritas jawabnya etnis itu. Gak ada tuh org Arab, India dll yg buka lowongan kerja wajibkan org bisa pake bahasa asli dia. Bahasa Mandarin bukan bahasa internasional. Klo lu bilang itu krn beli barang di China. Berarti lu ngaku semua org China bego gak ada yg bisa bahasa Inggris ? Orang China dunia di medsos itu suka debat dgn org Jepang, India, AS, Thailand, Filipina, Malaysia dan Vietnam. Tanyalah blogger dri negara itu siapa yg plg mereka benci pasti jawab China.\n\nOrg Vietnam lbh suka org Amerika. Orang Malaysia lbh suka org Arab dan India. Orang Filipina lbh suka org Spanyol dan AS. Org India lbh suka org AS dan Eropa. Tanya knp. Lagian suka suka gw dong nilai orang itu rasis atau enggak. Lu gak perlu panjang lebar jelasinnya. Kita jalan masing masing aja. Lu silahkan puja etnis lu atau etnis bosmu..
",kaskus,0,1,0,1
"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",twitter,1,0,0,1
"[QUOTE=loekirasiapa;5af7c5851854f7e1588b4567]\n\nagama ngajarin nya bener, \npemimpin agama (terkadang) yg kebablasan ga ngerti ayat tapi sok tau menafsirkan, ditambah jemaat yg disupresi untuk mengiyakan segala ucapan ulamanya sehingga mata hati mjd mati[/QUOTE]\n\nah yang boneng gan? lihat role modelnya dong. sang manusia sempurna, suri tauladan yang baik:lehuga
",kaskus,0,0,0,0
FT: Persipura (2) Vs Arema(1) Papua Anjing+Panpel Bedesss+Wasit Goblok KOMDIS mana kebijakan'mu Liat td Panpel Papua pic.twitter.com/mM8dk5nFSR,twitter,0,1,0,1
@mmyskincare itu annual pass kan bu? Kita bicara masalah daily pass baik untuk personal ataupun atas nama instansi. Bisa saja ybs menggunakan an EO/instansi lainnya. Banyak perusahaan dan atau cv dan atau ground handling yang dapat membantu mengurus izin penerbitan daily pass dan pastinya sesuai dengan prosedur dan lain sebagainya yang bisa ditanyakan langsung ke pihak BSH.,instagram,0,0,0,0
Lo malah nanya Bobo d mana ya psti bobo d cwe tulen lah.  Klo lo Kan cwe jadi jadian mahluk aneh,instagram,0,0,0,0
@kellyratnasari1308  napa pula marah aku nya kk.. aku ngak marah kok malahan aku bahagia kalau di nasehatin ada juga yang sayang aku kan kk... kalau ngajarin untuk yang terbaik gpp lah kan kk,instagram,0,0,0,0
"Peduli Mesir? yaudah yuk jihad!
itu bukan ajakan buat jihad tp bunuh diri mungkin lbh tepatnya",twitter,0,0,0,0
"[QUOTE=ontak.arab333;5aea03d232e2e67b7a8b4567]Semua kekacauan di dunia ini bersumber dr sebuah buku fiksi k3parat itu[/QUOTE]\n\nbetul bre, dan manusia fiktif yg bernama si M.\ngak ada satupun bukti sejarah yg membuktikan si M pernah ada
",kaskus,0,0,0,0
Aduh cong lu tylor swift berdompet KW. Badan lu aja dekil ngaku tylor swift. itu pantat KW lu belang kenapa gak ke edit atau bekas ke siram minyak jelantah panas?,instagram,0,0,0,1
"Therapist nya pada ga di gaji kali \nPada bau badan \nGa ke urus \n  Udah kaya ayam  kelaperan dekil dekil
",kaskus,0,0,0,0
